13480253104	3	3	6
13502468823	57	102	159
13560436666	42	42	84
13560439658	33	24	57
13602846565	15	12	27
13660577991	24	9	33
13719199419	4	0	4
13726230503	24	27	51
13760778710	2	2	4
13826544101	4	0	4
13922314466	12	12	24
13925057413	69	63	132
13926251106	4	0	4
13926435656	2	4	6
15013685858	28	27	55
15920133257	20	20	40
15989002119	3	3	6
18211575961	15	12	27
18320173382	21	18	39
84138413	20	16	36
